STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08
USW00094728,40.77898,-73.96925,42.7,25-03-17,6.71,,0.01,0,0,,62,42,30,260,16.1,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,26-03-17,8.28,,0.14,0,0,,42,37,70,70,18.1,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,27-03-17,4.25,,0.26,0,0,,53,37,60,50,12.1,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,28-03-17,5.82,,0.72,0,0,,46,41,70,60,14.1,21,1,,,,,
USW00094728,40.77898,-73.96925,42.7,29-03-17,7.83,,0,0,0,,60,42,30,40,18.1,27.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-03-17,5.82,,0.01,0,0,,52,38,60,60,15,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,31-03-17,10.29,,1.51,0,0,,43,37,70,60,25.9,40.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,01-04-17,7.61,,0,0,0,,48,37,70,60,25.9,38.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,02-04-17,5.37,,0,0,0,,63,40,290,310,14.1,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-04-17,4.92,,0.03,0,0,,63,48,170,180,18.1,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-04-17,6.93,,1.18,0,0,,51,45,80,90,18.1,25.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,05-04-17,3.36,,0,0,0,,65,45,120,170,14.1,25.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,06-04-17,9.17,,0.73,0,0,,53,40,60,70,21.9,30,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-04-17,10.51,,0,0,0,,51,40,290,290,17,30,,,,,,
USW00094728,40.77898,-73.96925,42.7,08-04-17,8.28,,0,0,0,,57,40,310,300,17,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-04-17,4.92,,0,0,0,,67,45,240,240,13,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-04-17,6.04,,0,0,0,,74,53,160,230,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-04-17,5.59,,0,0,0,,80,61,260,240,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-04-17,2.91,,0.02,0,0,,76,58,40,300,10.1,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-04-17,5.14,,0,0,0,,65,48,350,310,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-04-17,3.8,,0,0,0,,66,48,180,180,10.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,15-04-17,5.59,,0,0,0,,65,51,180,240,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-04-17,7.38,,0,0,0,,87,59,310,310,21,36.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-04-17,6.71,,0,0,0,,74,58,360,340,14.1,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-04-17,6.93,,0,0,0,,65,47,170,170,15,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,19-04-17,5.59,,0,0,0,,54,45,180,160,16.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-04-17,4.03,,0.17,0,0,,66,50,140,150,13,19.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,21-04-17,7.38,,0.29,0,0,,53,48,70,50,14.1,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,22-04-17,3.58,,0.11,0,0,,57,49,20,310,10.1,16.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,23-04-17,4.92,,0,0,0,,66,46,160,20,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-04-17,3.58,,0,0,0,,60,48,60,60,10.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,25-04-17,13.2,,0.91,0,0,,54,49,70,60,25.1,38.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,26-04-17,4.92,,0.34,0,0,,60,53,70,60,18.1,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,27-04-17,2.91,,0,0,0,,70,57,160,160,16.1,21.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,28-04-17,3.13,,0,0,0,,85,58,210,190,12.1,19,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,29-04-17,5.14,,0.06,0,0,,85,64,280,290,23,36.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-04-17,6.71,,0,0,0,,67,52,80,150,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-05-17,5.14,,0,0,0,,74,49,180,180,12.1,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,02-05-17,7.83,,0,0,0,,75,62,270,240,19.9,32,1,,,,,
USW00094728,40.77898,-73.96925,42.7,03-05-17,8.28,,0,0,0,,65,51,310,310,18.1,31.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-05-17,5.37,,0,0,0,,64,47,170,160,13,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-05-17,6.49,,3.02,0,0,,59,51,70,50,16.1,23,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,06-05-17,6.04,,0.18,0,0,,67,52,180,170,15,25.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-05-17,5.59,,0.01,0,0,,56,47,280,270,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,08-05-17,5.82,,0,0,0,,57,44,290,290,15,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-05-17,4.47,,0,0,0,,63,47,50,60,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-05-17,3.36,,0,0,0,,63,49,330,,6.9,,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-05-17,3.58,,0,0,0,,62,51,170,,6.9,,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-05-17,4.03,,0,0,0,,65,48,80,160,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-05-17,7.61,,1.61,0,0,,53,45,50,50,18.1,31.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,14-05-17,5.37,,0.02,0,0,,67,46,310,290,15,30,,,,,,
USW00094728,40.77898,-73.96925,42.7,15-05-17,8.95,,0,0,0,,68,53,300,310,18.1,34,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-05-17,4.25,,0,0,0,,79,56,300,290,12.1,18.1,,,,,,1
USW00094728,40.77898,-73.96925,42.7,17-05-17,5.59,,0,0,0,,90,65,250,240,12.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-05-17,5.59,,0,0,0,,92,75,250,200,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,19-05-17,6.26,,0,0,0,,91,66,40,40,16.1,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-05-17,4.03,,0.01,0,0,,65,55,60,60,16.1,23,,,,,,1
USW00094728,40.77898,-73.96925,42.7,21-05-17,4.03,,0,0,0,,69,52,170,170,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-05-17,2.68,,0.59,0,0,,61,53,140,140,10.1,16.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,23-05-17,2.24,,0,0,0,,69,56,20,20,10.1,15,1,,,,,
USW00094728,40.77898,-73.96925,42.7,24-05-17,4.92,,0.04,0,0,,69,56,60,80,14.1,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-05-17,8.05,,0.58,0,0,,59,56,50,80,16.1,28,1,,,,,
USW00094728,40.77898,-73.96925,42.7,26-05-17,4.92,,0.1,0,0,,73,56,290,270,16.1,25.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,27-05-17,3.13,,0,0,0,,71,59,120,290,8.1,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-05-17,4.47,,0,0,0,,71,58,160,170,12.1,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,29-05-17,5.14,,0.13,0,0,,61,56,60,80,12.1,14.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-05-17,2.68,,0.06,0,0,,60,55,160,150,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,31-05-17,2.46,,0.03,0,0,,75,58,60,50,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,01-06-17,3.8,,0,0,0,,79,59,280,270,13,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-06-17,4.47,,0.01,0,0,,76,57,280,260,16.1,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-06-17,3.58,,0.01,0,0,,73,55,300,320,13,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-06-17,2.24,,0.09,0,0,,70,56,180,150,8.1,14.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,05-06-17,4.92,,0.02,0,0,,67,58,70,60,16.1,21.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,06-06-17,7.16,,0.06,0,0,,58,52,80,80,13,23,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-06-17,3.36,,0,0,0,,67,51,50,60,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,08-06-17,3.8,,0,0,0,,69,55,160,140,8.9,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-06-17,4.7,,0,0,0,,80,53,280,300,13,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-06-17,3.58,,0,0,0,,85,66,250,260,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-06-17,5.14,,0,0,0,,90,72,270,270,14.1,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-06-17,3.8,,0,0,0,,93,76,270,260,12.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-06-17,3.13,,0,0,0,,94,77,250,250,10.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-06-17,4.7,,0.29,0,0,,84,69,50,50,13,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,15-06-17,4.25,,0,0,0,,76,64,170,160,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-06-17,5.14,,0,0,0,,68,63,120,120,10.1,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,17-06-17,2.24,,1.39,0,0,,74,66,170,140,6.9,11,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,18-06-17,3.58,,0,0,0,,85,70,180,170,10.1,21,1,,,,,
USW00094728,40.77898,-73.96925,42.7,19-06-17,3.8,,1.35,0,0,,88,70,250,290,13,34,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,20-06-17,5.14,,0.03,0,0,,83,71,290,250,15,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,21-06-17,4.7,,0,0,0,,83,71,270,270,13,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-06-17,2.24,,0,0,0,,83,68,240,180,8.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-06-17,4.92,,0.04,0,0,,83,76,240,270,15,25.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,24-06-17,5.37,,1.29,0,0,,84,71,290,280,17,28,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-06-17,2.46,,0,0,0,,83,68,350,280,12.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-06-17,3.13,,0,0,0,,79,64,270,180,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-06-17,3.58,,0.18,0,0,,77,60,290,290,12.1,19.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,28-06-17,4.92,,0,0,0,,78,61,260,260,15,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,29-06-17,5.37,,0,0,0,,82,68,240,240,12.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,30-06-17,5.82,,0,0,0,,88,73,230,250,13,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-07-17,4.03,,0.23,0,0,,85,71,260,200,14.1,23.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,02-07-17,4.92,,0,0,0,,87,72,270,260,12.1,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,03-07-17,1.79,,0.45,0,0,,88,71,340,320,16.1,28,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,04-07-17,2.68,,0,0,0,,85,70,260,80,8.1,11,,,,,,1
USW00094728,40.77898,-73.96925,42.7,05-07-17,4.92,,0,0,0,,85,70,160,180,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-07-17,3.58,,0,0,0,,77,71,160,150,10.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,07-07-17,5.37,,1.78,0,0,,80,68,70,310,14.1,21.9,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,08-07-17,3.36,,0,0,0,,84,69,280,260,16.1,23,1,,,,,
USW00094728,40.77898,-73.96925,42.7,09-07-17,3.58,,0,0,0,,81,67,270,290,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-07-17,3.36,,0,0,0,,84,68,150,170,10.1,19.9,,,,,,1
USW00094728,40.77898,-73.96925,42.7,11-07-17,3.13,,0,0,0,,85,75,260,260,13,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-07-17,5.14,,0,0,0,,88,77,270,260,16.1,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-07-17,4.92,,0,0,0,,90,73,260,270,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-07-17,4.7,,0.35,0,0,,73,65,70,70,13,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,15-07-17,3.36,,0,0,0,,84,68,280,290,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,16-07-17,2.68,,0,0,0,,87,68,160,150,8.9,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-07-17,2.68,,0,0,0,,85,73,160,170,12.1,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-07-17,2.91,,0,0,0,,88,73,230,240,10.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,19-07-17,3.13,,0,0,0,,92,77,280,280,12.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-07-17,2.91,,0.01,0,0,,94,77,280,250,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,21-07-17,3.8,,0,0,0,,92,76,280,260,10.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-07-17,2.46,,0.57,0,0,,92,71,170,150,8.1,13,1,,,,,
USW00094728,40.77898,-73.96925,42.7,23-07-17,2.68,,0.06,0,0,,79,71,150,160,10.1,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,24-07-17,6.71,,0.74,0,0,,73,63,70,80,15,23,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-07-17,5.14,,0,0,0,,71,62,60,60,10.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-07-17,3.8,,0,0,0,,77,65,70,180,8.9,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-07-17,2.46,,0,0,0,,78,65,260,240,8.9,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-07-17,2.91,,0,0,0,,85,71,50,30,12.1,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,29-07-17,9.4,,0,0,0,,77,67,60,60,17,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,30-07-17,4.25,,0,0,0,,82,64,60,50,12.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,31-07-17,2.01,,0,0,0,,88,66,70,260,8.9,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-08-17,2.68,,0,0,0,,92,71,150,240,8.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-08-17,1.57,,0.09,0,0,,86,69,310,320,12.1,19,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,03-08-17,1.79,,0,0,0,,87,68,160,150,8.9,19,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,04-08-17,4.25,,0.15,0,0,,84,69,160,140,13,21.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,05-08-17,4.47,,0.3,0,0,,78,69,290,290,14.1,21.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,06-08-17,3.8,,0,0,0,,76,64,280,330,10.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,07-08-17,2.46,,0.76,0,0,,71,64,150,170,8.9,18.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,08-08-17,2.91,,0,0,0,,78,65,60,20,8.9,15,1,,,,,
USW00094728,40.77898,-73.96925,42.7,09-08-17,1.34,,0,0,0,,85,64,180,200,8.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-08-17,2.24,,0,0,0,,83,68,160,150,8.9,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-08-17,2.68,,0,0,0,,82,69,160,160,12.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-08-17,3.36,,0.11,0,0,,77,64,140,180,8.9,16.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,13-08-17,3.8,,0,0,0,,83,71,20,280,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-08-17,2.24,,0,0,0,,80,70,250,170,8.9,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,15-08-17,1.12,,0.45,0,0,,74,68,230,250,8.1,13,1,,,,,
USW00094728,40.77898,-73.96925,42.7,16-08-17,2.24,,0,0,0,,87,70,60,290,10.1,15,1,,,,,
USW00094728,40.77898,-73.96925,42.7,17-08-17,3.13,,0,0,0,,83,69,160,160,10.1,16.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,18-08-17,3.36,,0.88,0,0,,82,73,250,240,10.1,19,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,19-08-17,2.91,,0,0,0,,86,73,260,260,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,20-08-17,4.47,,0,0,0,,81,69,290,340,10.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,21-08-17,3.36,,0,0,0,,87,71,240,250,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-08-17,5.14,,0.3,0,0,,89,72,250,270,14.1,25.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,23-08-17,4.03,,0,0,0,,81,70,280,310,10.1,19.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,24-08-17,3.13,,0,0,0,,80,65,360,280,10.1,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,25-08-17,2.46,,0,0,0,,78,63,60,50,8.9,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-08-17,3.8,,0,0,0,,78,62,40,60,8.9,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-08-17,4.47,,0,0,0,,78,63,70,60,13,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-08-17,6.26,,0,0,0,,76,63,70,50,16.1,21.9,,,,,,1
USW00094728,40.77898,-73.96925,42.7,29-08-17,8.05,,0.29,0,0,,68,61,80,90,16.1,25.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-08-17,5.14,,0.01,0,0,,78,60,40,30,13,18.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,31-08-17,3.8,,0,0,0,,81,64,270,270,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-09-17,4.92,,0,0,0,,71,55,300,280,10.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-09-17,5.59,,0.53,0,0,,68,54,120,110,10.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,03-09-17,5.59,,0.74,0,0,,69,59,100,120,12.1,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,04-09-17,4.7,,0,0,0,,80,61,240,270,12.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-09-17,3.13,,0,0,0,,85,69,290,280,15,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-09-17,3.8,,0.42,0,0,,72,61,60,30,14.1,21.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-09-17,4.92,,0.01,0,0,,71,59,250,260,14.1,25.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,08-09-17,3.8,,0,0,0,,71,58,280,280,13,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-09-17,4.03,,0,0,0,,70,55,70,40,12.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-09-17,5.82,,0,0,0,,72,57,50,60,15,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-09-17,2.01,,0,0,0,,76,55,10,30,8.9,12.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-09-17,1.34,,0,0,0,,78,59,260,260,8.1,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-09-17,2.46,,0.06,0,0,,83,64,250,260,8.9,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,14-09-17,2.24,,0.02,0,0,,81,70,150,240,10.1,18.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,15-09-17,1.57,,0,0,0,,81,67,250,250,8.1,12.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-09-17,2.91,,0,0,0,,82,70,150,160,8.9,14.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,17-09-17,2.68,,0,0,0,,81,68,170,170,8.1,13,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,18-09-17,6.93,,0,0,0,,73,68,70,80,13,18.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,19-09-17,9.84,,0.22,0,0,,78,69,60,50,21,29.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,20-09-17,6.26,,0,0,0,,79,71,10,30,15,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,21-09-17,5.59,,0,0,0,,80,71,50,10,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-09-17,7.16,,0,0,0,,82,66,20,30,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-09-17,4.7,,0,0,0,,87,68,60,40,12.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-09-17,1.57,,0,0,0,,91,69,30,30,8.9,12.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,25-09-17,2.91,,0,0,0,,88,70,50,150,8.9,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-09-17,2.01,,0,0,0,,84,68,70,60,8.1,12.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,27-09-17,3.8,,0,0,0,,87,69,60,50,12.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-09-17,5.82,,0,0,0,,79,59,300,310,15,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,29-09-17,2.46,,0,0,0,,68,55,270,280,8.9,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,30-09-17,6.26,,0,0,0,,66,54,60,30,17,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-10-17,2.91,,0,0,0,,68,50,50,50,10.1,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-10-17,2.46,,0,0,0,,73,52,60,180,8.1,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-10-17,3.13,,0,0,0,,71,57,150,260,8.9,17,,,,,,1
USW00094728,40.77898,-73.96925,42.7,04-10-17,4.92,,0,0,0,,75,56,260,260,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-10-17,4.92,,0,0,0,,83,65,260,250,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-10-17,2.46,,0,0,0,,82,68,280,290,10.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,07-10-17,4.03,,0,0,0,,81,66,150,150,10.1,16.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,08-10-17,4.92,,0.22,0,0,,77,72,240,240,12.1,21,1,,,,,
USW00094728,40.77898,-73.96925,42.7,09-10-17,4.92,,0.26,0,0,,77,71,170,150,12.1,25.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,10-10-17,2.91,,0,0,0,,81,66,290,320,8.9,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-10-17,5.82,,0.06,0,0,,77,60,60,90,14.1,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,12-10-17,8.72,,0.07,0,0,,64,55,60,80,18.1,27.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,13-10-17,6.04,,0,0,0,,67,52,60,120,12.1,16.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,14-10-17,2.46,,0.08,0,0,,72,61,70,60,8.1,11,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,15-10-17,4.25,,0,0,0,,74,65,240,260,15,23,1,,,,,
USW00094728,40.77898,-73.96925,42.7,16-10-17,6.71,,0.01,0,0,,69,46,300,99,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-10-17,4.03,,0,0,0,,58,42,250,250,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-10-17,3.8,,0,0,0,,72,50,250,240,10.1,16.1,,,,,,1
USW00094728,40.77898,-73.96925,42.7,19-10-17,4.47,,0,0,0,,71,56,250,250,13,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-10-17,4.03,,0,0,0,,73,57,310,300,12.1,19,,,,,,1
USW00094728,40.77898,-73.96925,42.7,21-10-17,2.24,,0,0,0,,78,56,260,250,8.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-10-17,1.57,,0,0,0,,76,57,150,170,8.1,12.1,,,,,,1
USW00094728,40.77898,-73.96925,42.7,23-10-17,3.58,,0,0,0,,74,61,150,160,8.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-10-17,5.59,,0.2,0,0,,74,67,180,180,16.1,30,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-10-17,2.01,,0,0,0,,67,57,280,300,8.9,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,26-10-17,6.04,,0,0,0,,58,50,280,310,13,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-10-17,3.8,,0,0,0,,62,47,260,210,10.1,17,,,,,,1
USW00094728,40.77898,-73.96925,42.7,28-10-17,4.92,,0,0,0,,69,55,180,210,12.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,29-10-17,6.71,,3.03,0,0,,67,60,260,260,18.1,36,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,30-10-17,8.72,,0.25,0,0,,61,46,280,270,19.9,35.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,31-10-17,5.82,,0,0,0,,57,45,260,260,17,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-11-17,2.46,,0,0,0,,59,43,140,130,10.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-11-17,2.46,,0,0,0,,72,58,160,200,8.9,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,03-11-17,5.59,,0,0,0,,74,51,310,300,15,21.9,,,,,,1
USW00094728,40.77898,-73.96925,42.7,04-11-17,5.82,,0,0,0,,56,46,50,70,13,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-11-17,4.25,,0.02,0,0,,61,51,120,100,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,06-11-17,4.92,,0.01,0,0,,66,46,310,310,13,21,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-11-17,6.49,,0.7,0,0,,49,40,50,40,13,21.9,1,,,,,
