STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08
USW00094728,40.77898,-73.96925,42.7,09-08-16,2.68,,0,0,0,,87,71,220,200,10.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-08-16,4.03,,0.09,0,0,,86,75,260,250,12.1,19.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,11-08-16,4.47,,0.15,0,0,,91,74,290,280,13,19.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,12-08-16,5.14,,0.32,0,0,,93,73,250,270,13,21.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,13-08-16,4.03,,0,0,0,,96,81,260,170,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-08-16,3.8,,0.06,0,0,,94,78,280,250,12.1,21.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,15-08-16,2.91,,0,0,0,,92,77,290,290,8.9,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-08-16,4.03,,0.11,0,0,,87,78,230,250,13,23.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,17-08-16,5.37,,0.01,0,0,,85,77,240,250,17,33.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-08-16,1.57,,0.03,0,0,,85,72,50,40,8.9,13,1,,,,,
USW00094728,40.77898,-73.96925,42.7,19-08-16,2.24,,0.01,0,0,,88,74,40,20,12.1,16.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,20-08-16,4.7,,0.82,0,0,,83,70,160,160,16.1,23,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,21-08-16,4.25,,0.31,0,0,,86,73,200,180,12.1,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,22-08-16,5.82,,0,0,0,,79,65,310,300,14.1,29.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-08-16,1.79,,0,0,0,,82,61,290,250,8.9,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-08-16,,,0,0,0,,88,68,280,,6,,,,,,,
USW00094728,40.77898,-73.96925,42.7,25-08-16,,,0.01,0,0,,86,69,,,,,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-08-16,,,0,0,0,,90,75,,,,,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-08-16,2.68,,0,0,0,,89,73,180,170,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-08-16,2.46,,0,0,0,,89,72,99,,6.9,,,,,,,
USW00094728,40.77898,-73.96925,42.7,29-08-16,5.37,,0,0,0,,91,74,50,10,10.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,30-08-16,3.13,,0,0,0,,86,69,60,70,12.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,31-08-16,3.36,,0,0,0,,89,74,230,240,8.9,17,,,,,,1
USW00094728,40.77898,-73.96925,42.7,01-09-16,1.79,,0.5,0,0,,79,69,350,340,10.1,16.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,02-09-16,6.04,,0,0,0,,81,66,50,30,13,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-09-16,6.71,,0,0,0,,75,66,60,50,15,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-09-16,6.71,,0,0,0,,80,65,60,50,15,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-09-16,7.61,,0,0,0,,84,65,30,20,16.1,27.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-09-16,9.62,,0,0,0,,80,71,60,60,18.1,30,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,07-09-16,6.49,,0,0,0,,85,71,70,30,14.1,21.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,08-09-16,2.68,,0,0,0,,89,71,260,250,10.1,19,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,09-09-16,3.8,,0.22,0,0,,91,75,280,280,10.1,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,10-09-16,4.03,,0,0,0,,90,74,220,210,10.1,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,11-09-16,5.82,,0,0,0,,83,67,310,280,16.1,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-09-16,4.25,,0,0,0,,78,62,60,200,8.9,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-09-16,4.03,,0,0,0,,83,64,220,240,13,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-09-16,4.92,,0.56,0,0,,91,67,50,280,15,28,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,15-09-16,4.92,,0,0,0,,74,61,60,40,15,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-09-16,2.68,,0,0,0,,73,61,160,160,8.9,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-09-16,3.36,,0,0,0,,77,59,160,200,10.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-09-16,3.58,,0,0,0,,82,70,250,200,12.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,19-09-16,2.46,,0.68,0,0,,76,69,280,200,12.1,18.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,20-09-16,2.24,,0,0,0,,82,68,60,360,8.9,12.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,21-09-16,3.8,,0,0,0,,84,68,30,30,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,22-09-16,2.46,,0,0,0,,86,65,160,180,8.1,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-09-16,1.79,,0.01,0,0,,87,64,40,40,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,24-09-16,5.14,,0.2,0,0,,71,58,60,50,14.1,23,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-09-16,2.91,,0,0,0,,70,54,50,60,10.1,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-09-16,4.47,,0,0,0,,74,54,160,170,12.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-09-16,3.13,,0.22,0,0,,74,64,260,250,10.1,18.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,28-09-16,8.05,,0,0,0,,69,56,60,70,18.1,27.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,29-09-16,11.18,,0,0,0,,64,57,70,90,21,31.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-09-16,9.62,,0.4,0,0,,59,56,80,60,16.1,28,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,01-10-16,7.61,,0,0,0,,62,56,70,50,16.1,23,1,,,,,
USW00094728,40.77898,-73.96925,42.7,02-10-16,2.68,,0,0,0,,63,57,80,40,8.9,12.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,03-10-16,2.24,,0,0,0,,72,60,60,290,6.9,11,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,04-10-16,7.61,,0,0,0,,69,60,70,60,15,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-10-16,4.7,,0,0,0,,67,53,60,60,13,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-10-16,2.01,,0,0,0,,73,55,160,170,6.9,13,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-10-16,2.46,,0,0,0,,75,57,160,180,8.9,16.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,08-10-16,2.01,,0.23,0,0,,68,58,300,300,8.1,11,1,,,,,
USW00094728,40.77898,-73.96925,42.7,09-10-16,7.38,,0.55,0,0,,65,51,30,30,16.1,28,1,,,,,
USW00094728,40.77898,-73.96925,42.7,10-10-16,4.7,,0,0,0,,64,47,350,360,15,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-10-16,3.58,,0,0,0,,63,46,60,60,8.9,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-10-16,1.12,,0,0,0,,66,53,170,170,8.1,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-10-16,2.91,,0,0,0,,67,53,340,,12.1,,1,,,,,
USW00094728,40.77898,-73.96925,42.7,14-10-16,4.7,,0,0,0,,62,47,50,350,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,15-10-16,3.13,,0,0,0,,65,45,160,160,8.9,14.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-10-16,4.03,,0,0,0,,69,53,250,240,10.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-10-16,2.68,,0,0,0,,81,63,280,210,8.1,14.1,,,,,,1
USW00094728,40.77898,-73.96925,42.7,18-10-16,4.03,,0,0,0,,81,67,230,230,14.1,23,,,,,,1
USW00094728,40.77898,-73.96925,42.7,19-10-16,4.47,,0,0,0,,85,65,250,240,13,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-10-16,6.26,,0,0,0,,70,62,110,110,12.1,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,21-10-16,2.24,,1.11,0,0,,69,57,300,310,12.1,17,1,,,,,
USW00094728,40.77898,-73.96925,42.7,22-10-16,10.51,,0.29,0,0,,57,47,280,280,19.9,35.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,23-10-16,8.5,,0,0,0,,61,45,290,290,21.9,36,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-10-16,6.04,,0,0,0,,62,47,300,310,16.1,30,,,,,,1
USW00094728,40.77898,-73.96925,42.7,25-10-16,6.49,,0,0,0,,52,43,310,310,16.1,27.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-10-16,4.03,,0,0,0,,51,38,310,320,13,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-10-16,5.14,,1.41,0,0,,55,40,110,120,13,21,1,,,,,
USW00094728,40.77898,-73.96925,42.7,28-10-16,8.28,,0,0,0,,51,42,300,310,19.9,35.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,29-10-16,4.25,,0,0,0,,64,39,250,270,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,30-10-16,3.8,,0.56,0,0,,76,54,10,20,18.1,36.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,31-10-16,4.92,,0,0,0,,54,44,10,310,12.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-11-16,3.13,,0,0,0,,58,40,150,170,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-11-16,3.13,,0,0,0,,70,54,270,250,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-11-16,5.14,,0,0,0,,72,57,250,250,15,27.1,,,,,,1
USW00094728,40.77898,-73.96925,42.7,04-11-16,4.7,,0,0,0,,61,47,300,310,12.1,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-11-16,3.13,,0,0,0,,62,44,300,310,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-11-16,7.61,,0,0,0,,59,45,20,20,16.1,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,07-11-16,5.37,,0,0,0,,53,41,70,40,14.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,08-11-16,2.46,,0,0,0,,66,41,260,260,8.1,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-11-16,3.58,,0.06,0,0,,59,49,30,30,14.1,23,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,10-11-16,5.82,,0,0,0,,56,40,260,260,14.1,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-11-16,8.28,,0,0,0,,63,41,310,300,18.1,35.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-11-16,5.37,,0,0,0,,50,37,340,360,12.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-11-16,5.37,,0,0,0,,61,41,240,250,13,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-11-16,3.58,,0,0,0,,62,46,270,260,13,19.9,,,,,,1
USW00094728,40.77898,-73.96925,42.7,15-11-16,5.59,,1.81,0,0,,56,47,30,20,17,29.1,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,16-11-16,4.03,,0,0,0,,61,45,240,270,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-11-16,4.25,,0,0,0,,61,49,10,350,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-11-16,2.46,,0,0,0,,64,44,310,360,8.1,13,,,,,,
USW00094728,40.77898,-73.96925,42.7,19-11-16,4.92,,0.25,0,0,,63,37,280,300,18.1,32,1,,,,,
USW00094728,40.77898,-73.96925,42.7,20-11-16,10.29,,0.31,0,0,,42,34,280,280,25.1,38.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,21-11-16,13.2,,0,0,0,,41,36,280,290,21.9,38.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-11-16,9.62,,0,0,0,,41,37,310,290,21,36.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-11-16,4.92,,0,0,0,,45,35,300,290,12.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-11-16,4.47,,0.03,0,0,,48,38,80,120,8.9,14.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-11-16,2.01,,0.02,0,0,,54,45,280,270,8.9,13,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,26-11-16,4.47,,0,0,0,,50,40,310,300,14.1,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,27-11-16,4.7,,0,0,0,,50,39,310,320,15,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-11-16,3.36,,0,0,0,,52,38,210,200,10.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,29-11-16,4.92,,2.2,0,0,,60,51,180,160,13,25.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-11-16,6.26,,0.73,0,0,,58,50,80,80,18.1,25.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,01-12-16,7.61,,0.07,0,0,,54,42,280,290,19.9,33.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,02-12-16,8.72,,0,0,0,,51,40,290,290,17,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-12-16,8.72,,0,0,0,,47,41,310,300,17,33.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-12-16,4.92,,0,0,0,,47,39,20,310,12.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-12-16,5.59,,0.19,0,0,,49,38,290,260,15,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,06-12-16,5.37,,0.35,0,0,,46,37,60,70,15,21.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,07-12-16,3.8,,0.09,0,0,,46,40,70,80,15,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,08-12-16,,,0,0,0,,45,35,,,,,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-12-16,,,0,0,0,,39,29,310,320,21,36,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-12-16,6.04,,0,0,0,,35,28,300,290,14.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-12-16,4.03,,0.03,0.4,0,,35,28,260,260,12.1,16.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,12-12-16,6.26,,0.5,0,0,,46,34,280,250,13,21,1,,,,,
USW00094728,40.77898,-73.96925,42.7,13-12-16,4.03,,0,0,0,,43,35,250,270,13,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-12-16,5.59,,0,0,0,,42,34,290,280,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,15-12-16,10.96,,0,0,0,,34,19,310,290,25.1,40,,,,,,1
USW00094728,40.77898,-73.96925,42.7,16-12-16,6.04,,0,0,0,,27,17,280,300,15,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-12-16,4.25,,0.73,2.8,2,,39,24,240,240,15,25.9,1,,,,1,1
USW00094728,40.77898,-73.96925,42.7,18-12-16,7.38,,0.04,0,1.2,,58,31,300,310,18.1,31.1,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,19-12-16,6.71,,0,0,0,,31,23,340,50,14.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-12-16,3.13,,0,0,0,,33,20,250,250,15,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,21-12-16,2.91,,0,0,0,,40,30,240,250,13,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-12-16,6.26,,0,0,0,,49,37,290,300,16.1,27.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-12-16,6.49,,0,0,0,,47,38,250,260,15,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-12-16,4.92,,0.47,0,0,,47,38,240,250,15,21.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-12-16,6.26,,0,0,0,,50,36,70,300,14.1,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-12-16,6.49,,0.02,0,0,,50,33,90,270,14.1,23.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,27-12-16,7.16,,0,0,0,,60,40,280,260,19.9,33.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,28-12-16,5.14,,0,0,0,,40,34,310,300,14.1,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,29-12-16,5.37,,0.39,0,0,,46,33,270,170,15,25.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,30-12-16,9.4,,0.01,0,0,,40,33,290,280,18.1,29.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,31-12-16,6.93,,0,0,0,,44,31,250,210,15,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-01-17,5.59,,0,0,0,,48,40,260,310,15,23,,,,,,1
USW00094728,40.77898,-73.96925,42.7,02-01-17,9.17,,0.21,0,0,,41,37,70,70,17,25.1,1,,,1,,
USW00094728,40.77898,-73.96925,42.7,03-01-17,10.74,,0.58,0,0,,43,39,70,60,21,30,1,,,,,
USW00094728,40.77898,-73.96925,42.7,04-01-17,8.05,,0,0,0,,52,34,280,290,23.9,36,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,05-01-17,7.83,,0,0,0,,34,27,250,290,17,27.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-01-17,4.7,,0.05,1.2,1.2,,33,25,360,20,10.1,16.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,07-01-17,7.61,,0.32,5.1,0,,26,20,350,330,17,25.1,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,08-01-17,8.72,,0,0,3.9,,25,16,290,280,18.1,30,,,,,,
USW00094728,40.77898,-73.96925,42.7,09-01-17,5.14,,0,0,3.1,,23,14,250,250,13,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-01-17,4.7,,0,0,3.1,,46,21,180,170,14.1,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,11-01-17,5.82,,0.52,0,0,,52,42,250,240,16.1,33.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,12-01-17,7.61,,0.05,0,0,,66,47,250,250,16.1,23.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,13-01-17,7.16,,0,0,0,,62,32,300,300,17,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-01-17,4.25,,0.12,0.6,0,,34,28,280,60,8.9,12.1,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,15-01-17,4.25,,0,0,1.2,,38,30,310,300,10.1,15,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-01-17,4.7,,0,0,0,,43,30,250,250,13,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-01-17,4.92,,0.35,0,0,,42,38,70,70,15,19.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,18-01-17,5.82,,0.06,0,0,,41,38,60,60,14.1,19,1,,,,,
USW00094728,40.77898,-73.96925,42.7,19-01-17,3.58,,0,0,0,,49,39,320,310,12.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-01-17,4.03,,0.1,0,0,,45,40,60,110,10.1,14.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,21-01-17,3.8,,0,0,0,,49,41,270,270,12.1,18.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,22-01-17,6.71,,0.05,0,0,,48,43,60,50,21,33.1,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,23-01-17,18.34,,1.16,0,0,,44,36,70,40,33.1,47,1,,,,,
USW00094728,40.77898,-73.96925,42.7,24-01-17,10.07,,1.18,0,0,,38,35,50,50,23.9,36,1,,,,,
USW00094728,40.77898,-73.96925,42.7,25-01-17,6.71,,0,0,0,,51,36,310,280,18.1,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,26-01-17,6.71,,0.02,0,0,,56,43,290,270,21,38,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-01-17,8.95,,0,0,0,,43,36,290,260,18.1,33.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-01-17,7.83,,0,0,0,,39,34,270,260,16.1,27.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,29-01-17,5.82,,0,0,0,,43,35,260,260,15,23.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,30-01-17,6.26,,0,0,0,,37,30,310,330,15,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,31-01-17,4.03,,0.06,1,0,,34,26,80,80,12.1,15,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,01-02-17,5.82,,0,0,0,,47,33,260,250,16.1,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,02-02-17,5.37,,0,0,0,,45,32,280,300,16.1,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-02-17,6.71,,0,0,0,,33,26,310,310,17,29.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-02-17,8.5,,0,0,0,,34,22,310,310,16.1,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-02-17,7.16,,0,0,0,,43,31,230,240,16.1,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-02-17,5.14,,0,0,0,,49,36,170,270,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,07-02-17,6.71,,0.27,0,0,,42,36,60,70,15,21,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,08-02-17,4.7,,0.03,0,0,,62,38,360,30,13,17,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,09-02-17,12.3,,1.16,9.4,2,,44,19,310,320,23,36.9,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,10-02-17,8.5,,0,0,7.9,,32,19,280,260,16.1,31.1,,,,,,1
USW00094728,40.77898,-73.96925,42.7,11-02-17,4.03,,0,0,5.1,,48,30,240,240,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-02-17,7.16,,0.46,0,2,,40,30,70,60,17,23,1,,,,1,
USW00094728,40.77898,-73.96925,42.7,13-02-17,12.3,,0.02,0,2,,39,31,310,310,28,48.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,14-02-17,5.37,,0,0,2,,41,28,250,310,13,19.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,15-02-17,6.49,,0,0,0,,47,35,280,280,18.1,29.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,16-02-17,10.51,,0,0,0,,35,28,310,310,17,29.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-02-17,8.5,,0,0,0,,41,26,290,290,16.1,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-02-17,5.82,,0,0,0,,63,35,250,240,16.1,28,,,,,,
USW00094728,40.77898,-73.96925,42.7,19-02-17,5.59,,0,0,0,,65,53,270,330,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-02-17,7.38,,0,0,0,,55,39,60,40,18.1,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,21-02-17,5.82,,0,0,0,,47,34,170,240,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-02-17,2.91,,0,0,0,,57,42,240,210,12.1,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-02-17,3.58,,0,0,0,,65,44,240,240,13,19.9,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,24-02-17,6.04,,0,0,0,,70,58,150,170,14.1,21,,,,,,
USW00094728,40.77898,-73.96925,42.7,25-02-17,6.71,,0.54,0,0,,63,44,190,200,19.9,28,1,,,,,
USW00094728,40.77898,-73.96925,42.7,26-02-17,8.95,,0,0,0,,44,36,310,300,18.1,29.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,27-02-17,5.59,,0,0,0,,54,35,250,250,16.1,25.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,28-02-17,4.03,,0,0,0,,59,47,160,160,10.1,19,,,,,,
USW00094728,40.77898,-73.96925,42.7,01-03-17,6.04,,0.12,0,0,,70,54,250,260,16.1,31.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,02-03-17,11.41,,0,0,0,,64,35,270,290,25.9,47,,,,,,
USW00094728,40.77898,-73.96925,42.7,03-03-17,8.28,,0,0,0,,39,24,310,300,18.1,35.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,04-03-17,8.95,,0,0,0,,30,17,310,260,19.9,34,,,,,,
USW00094728,40.77898,-73.96925,42.7,05-03-17,5.37,,0,0,0,,37,14,350,300,14.1,23,,,,,,
USW00094728,40.77898,-73.96925,42.7,06-03-17,3.36,,0,0,0,,45,26,180,180,10.1,16.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,07-03-17,4.25,,0.1,0,0,,56,42,160,160,13,19.9,1,,,,,
USW00094728,40.77898,-73.96925,42.7,08-03-17,7.61,,0.02,0,0,,59,47,250,270,17,31.1,1,,,,,
USW00094728,40.77898,-73.96925,42.7,09-03-17,8.72,,0,0,0,,61,47,280,270,23,38.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,10-03-17,7.61,,0.31,2.1,0,,47,23,310,290,19.9,33.1,1,1,,,,
USW00094728,40.77898,-73.96925,42.7,11-03-17,9.62,,0,0,1.2,,29,17,290,330,18.1,32,,,,,,
USW00094728,40.77898,-73.96925,42.7,12-03-17,8.95,,0,0,0,,29,19,280,300,17,25.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,13-03-17,4.47,,0,0,0,,36,20,170,180,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,14-03-17,13.42,,1.97,7.6,3.9,,32,21,60,40,28,38,1,1,,,,1
USW00094728,40.77898,-73.96925,42.7,15-03-17,11.63,,0,0,5.9,,26,20,280,290,21,36,,,,,,1
USW00094728,40.77898,-73.96925,42.7,16-03-17,7.83,,0,0,5.1,,39,24,290,280,19.9,34,,,,,,
USW00094728,40.77898,-73.96925,42.7,17-03-17,6.49,,0,0,3.9,,47,29,280,290,15,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,18-03-17,8.72,,0.08,0,3.1,,39,34,70,60,19.9,27.1,1,,,,,1
USW00094728,40.77898,-73.96925,42.7,19-03-17,8.28,,0,0,3.1,,47,34,60,70,18.1,29.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,20-03-17,5.14,,0,0,0,,52,33,40,40,14.1,21.9,,,,,,
USW00094728,40.77898,-73.96925,42.7,21-03-17,4.03,,0,0,0,,59,42,270,270,13,18.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,22-03-17,11.41,,0,0,0,,50,24,310,310,23.9,42.1,,,,,,
USW00094728,40.77898,-73.96925,42.7,23-03-17,4.92,,0,0,0,,42,23,310,310,13,17,,,,,,
USW00094728,40.77898,-73.96925,42.7,24-03-17,6.26,,0,0,0,,57,36,250,240,15,23,,,,,,
